Timestamp,Open,High,Low,Close,Volume
1364793840000,93.789,93.79,93.789,93.79,6.39145549
1364797380000,94.06751,94.06751,94.06751,94.06751,10.0
1364797440000,94.0,94.0,94.0,94.0,15.0
1364799180000,94.00001,94.00001,94.0,94.0,8.0
1364799300000,94.00001,94.00001,94.00001,94.00001,0.9
1364799360000,94.48,94.48,94.48,94.48,50.0
1364799420000,94.00001,94.00001,94.00001,94.00001,0.1
1364803740000,93.55,93.55,93.55,93.55,1.70287067
1364805000000,93.55001,93.55001,93.55001,93.55001,2.0
1364806320000,94.0,94.0,94.0,94.0,0.1045
1364807520000,94.22999,94.23,94.22999,94.23,1.97
1364810700000,94.39986,94.48,94.0,94.0,20.62590909
1364810760000,94.0,94.0,94.0,94.0,1.7045454599999998
1364810820000,94.48,95.0,94.48,95.0,57.08
1364810880000,95.0,95.0,95.0,95.0,5.0
1364811240000,94.59998,95.0,94.59998,95.0,21.32
1364811360000,95.0,95.0,95.0,95.0,18.15
1364811420000,95.0,95.0,95.0,95.0,36.28
1364811480000,94.60998,95.0,94.60998,95.0,18.14
1364811660000,94.59999,95.0,94.59999,95.0,14.23
1364811720000,95.0,95.0,95.0,95.0,12.0
1364811780000,95.0,95.0,95.0,95.0,12.03
1364811900000,95.0,95.0,95.0,95.0,10.47
1364812140000,94.15,95.0,94.15,95.0,1.52
1364815980000,94.05,94.05,94.05,94.05,5.0
1364816160000,94.0,94.0,94.0,94.0,5.0
1364816460000,94.98,94.98,94.98,94.98,5.0
1364816700000,94.98,94.98,94.98,94.98,14.92
1364816820000,94.98,94.98,94.98,94.98,10.0
1364816880000,94.98,94.98,94.98,94.98,48.87
1364817000000,94.98,95.5,94.98,95.2,109.53924701
1364817300000,95.89999,95.9898,95.89999,95.9898,8.634420800000001
1364817360000,95.99,96.0,95.5,95.5,33.137970370000005
1364817540000,96.0,96.0,96.0,96.0,10.0
1364817960000,96.675,96.675,96.675,96.675,12.0
1364818080000,98.0,98.0,98.0,98.0,40.0
1364818140000,97.97,98.1,97.97,98.1,10.0
1364818320000,98.0,98.0,98.0,98.0,3.0
1364818440000,98.0,98.0,98.0,98.0,12.0
1364818560000,97.75112,97.75112,97.75112,97.75112,3.93451264
1364818800000,97.5,97.5,97.5,97.5,8.93451264
1364818920000,97.5,97.5,97.5,97.5,40.0
1364818980000,95.98264,95.98264,95.98264,95.98264,20.1581164
1364819040000,96.79997,96.79997,96.79997,96.79997,5.407
1364819100000,96.999,97.0,96.99797,97.0,14.92742328
1364819220000,97.39,97.48,97.39,97.48,3.50746032
1364819700000,97.7,97.8154,97.7,97.8154,13.0
1364819940000,97.999,98.01906,97.999,98.01906,0.66508458
1364820060000,98.3965,98.41,98.3965,98.41,4.538662410000001
1364820300000,97.7,97.7,97.7,97.7,0.2
1364820360000,97.7,97.7,97.7,97.7,0.4
1364820660000,98.0,98.0,98.0,98.0,5.20374699
1364820840000,97.0,97.0,97.0,97.0,0.94
1364821140000,98.5,98.5,98.5,98.5,20.0
1364821680000,97.4,97.4,97.4,97.4,1.2
1364822820000,98.5,98.5,98.5,98.5,19.4
1364822940000,98.55001,98.5626,98.55001,98.5626,6.6
1364823060000,98.55,98.55,98.55,98.55,0.3
1364823240000,98.5,98.8,98.5,98.8,25.0
1364823300000,98.8,98.8,98.8,98.8,3.0
1364823960000,99.0,99.0,99.0,99.0,18.0
1364824380000,99.01,99.01,99.01,99.01,6.0
